region_code,region,location_code,location,period,gender,gender_code,life_expect_birth
AFR,Africa,ZWE,Zimbabwe,2010,Female,FMLE,53.21
AFR,Africa,MOZ,Mozambique,2010,Both sexes,BTSX,53.48
AFR,Africa,SLE,Sierra Leone,2010,Male,MLE,53.65
AFR,Africa,TCD,Chad,2010,Male,MLE,53.93
AFR,Africa,ZMB,Zambia,2010,Male,MLE,54.27
AFR,Africa,MWI,Malawi,2010,Male,MLE,54.38
AFR,Africa,SLE,Sierra Leone,2010,Both sexes,BTSX,54.74
WPR,Western Pacific,KIR,Kiribati,2010,Male,MLE,54.75
AFR,Africa,CIV,Côte d’Ivoire,2010,Male,MLE,54.81
EMR,Eastern Mediterranean,SOM,Somalia,2010,Female,FMLE,54.91
AFR,Africa,ZAF,South Africa,2010,Male,MLE,55.04
AFR,Africa,CMR,Cameroon,2010,Male,MLE,55.09
AFR,Africa,BWA,Botswana,2010,Male,MLE,55.14
AFR,Africa,GNB,Guinea-Bissau,2010,Both sexes,BTSX,55.43
AFR,Africa,TCD,Chad,2010,Both sexes,BTSX,55.65
AFR,Africa,COD,Democratic Republic of the Congo,2010,Male,MLE,55.65
AFR,Africa,AGO,Angola,2010,Male,MLE,55.78
AFR,Africa,SLE,Sierra Leone,2010,Female,FMLE,55.78
AFR,Africa,BFA,Burkina Faso,2010,Male,MLE,56.19
AFR,Africa,MOZ,Mozambique,2010,Female,FMLE,56.29
AFR,Africa,CMR,Cameroon,2010,Both sexes,BTSX,56.58
AFR,Africa,CIV,Côte d’Ivoire,2010,Both sexes,BTSX,56.62
AFR,Africa,GIN,Guinea,2010,Male,MLE,56.65
AFR,Africa,ZMB,Zambia,2010,Both sexes,BTSX,56.67
AFR,Africa,MWI,Malawi,2010,Both sexes,BTSX,56.8
AFR,Africa,BDI,Burundi,2010,Male,MLE,56.86
AFR,Africa,UGA,Uganda,2010,Male,MLE,57.02
AFR,Africa,TGO,Togo,2010,Male,MLE,57.04
AFR,Africa,ZAF,South Africa,2010,Both sexes,BTSX,57.14
AFR,Africa,NAM,Namibia,2010,Male,MLE,57.25
AFR,Africa,TCD,Chad,2010,Female,FMLE,57.43
AFR,Africa,COD,Democratic Republic of the Congo,2010,Both sexes,BTSX,57.51
AFR,Africa,GNB,Guinea-Bissau,2010,Female,FMLE,57.68
AFR,Africa,NGA,Nigeria,2010,Male,MLE,57.75
AFR,Africa,NER,Niger,2010,Male,MLE,57.77
AFR,Africa,ERI,Eritrea,2010,Male,MLE,57.78
WPR,Western Pacific,KIR,Kiribati,2010,Both sexes,BTSX,58.01
AFR,Africa,BEN,Benin,2010,Male,MLE,58.03
AFR,Africa,AGO,Angola,2010,Both sexes,BTSX,58.07
AFR,Africa,GIN,Guinea,2010,Both sexes,BTSX,58.07
AFR,Africa,CMR,Cameroon,2010,Female,FMLE,58.09
AFR,Africa,BWA,Botswana,2010,Both sexes,BTSX,58.14
AFR,Africa,BFA,Burkina Faso,2010,Both sexes,BTSX,58.59
AFR,Africa,MLI,Mali,2010,Male,MLE,58.59
AFR,Africa,BDI,Burundi,2010,Both sexes,BTSX,58.6
AFR,Africa,CIV,Côte d’Ivoire,2010,Female,FMLE,58.94
AFR,Africa,NER,Niger,2010,Both sexes,BTSX,58.95
AFR,Africa,MLI,Mali,2010,Both sexes,BTSX,59.05
AFR,Africa,ZMB,Zambia,2010,Female,FMLE,59.06
AFR,Africa,GNQ,Equatorial Guinea,2010,Female,FMLE,59.12
AFR,Africa,SSD,South Sudan,2010,Male,MLE,59.2
AFR,Africa,KEN,Kenya,2010,Male,MLE,59.23
AFR,Africa,MWI,Malawi,2010,Female,FMLE,59.24
AFR,Africa,NGA,Nigeria,2010,Both sexes,BTSX,59.24
AFR,Africa,ZAF,South Africa,2010,Female,FMLE,59.24
AFR,Africa,GIN,Guinea,2010,Female,FMLE,59.26
AFR,Africa,TGO,Togo,2010,Both sexes,BTSX,59.33
AFR,Africa,COD,Democratic Republic of the Congo,2010,Female,FMLE,59.42
AFR,Africa,MLI,Mali,2010,Female,FMLE,59.49
EMR,Eastern Mediterranean,AFG,Afghanistan,2010,Male,MLE,59.6
AFR,Africa,GNQ,Equatorial Guinea,2010,Both sexes,BTSX,59.65
AFR,Africa,UGA,Uganda,2010,Both sexes,BTSX,59.67
AFR,Africa,GHA,Ghana,2010,Male,MLE,59.7
AFR,Africa,GNQ,Equatorial Guinea,2010,Male,MLE,59.75
EMR,Eastern Mediterranean,AFG,Afghanistan,2010,Both sexes,BTSX,59.94
WPR,Western Pacific,FSM,Micronesia (Federated States of),2010,Male,MLE,60.01
AFR,Africa,TZA,United Republic of Tanzania,2010,Male,MLE,60.02
AFR,Africa,LBR,Liberia,2010,Male,MLE,60.07
AFR,Africa,GAB,Gabon,2010,Male,MLE,60.12
AFR,Africa,NER,Niger,2010,Female,FMLE,60.19
EMR,Eastern Mediterranean,AFG,Afghanistan,2010,Female,FMLE,60.3
AFR,Africa,BDI,Burundi,2010,Female,FMLE,60.32
AFR,Africa,BEN,Benin,2010,Both sexes,BTSX,60.47
AFR,Africa,AGO,Angola,2010,Female,FMLE,60.53
AFR,Africa,GMB,Gambia,2010,Male,MLE,60.59
EMR,Eastern Mediterranean,DJI,Djibouti,2010,Male,MLE,60.63
AFR,Africa,ERI,Eritrea,2010,Both sexes,BTSX,60.7
AFR,Africa,LBR,Liberia,2010,Both sexes,BTSX,60.7
AFR,Africa,BFA,Burkina Faso,2010,Female,FMLE,60.79
AFR,Africa,NGA,Nigeria,2010,Female,FMLE,60.79
AFR,Africa,COG,Congo,2010,Female,FMLE,60.85
AFR,Africa,NAM,Namibia,2010,Both sexes,BTSX,60.94
AFR,Africa,COG,Congo,2010,Both sexes,BTSX,60.95
AFR,Africa,COG,Congo,2010,Male,MLE,60.99
WPR,Western Pacific,MNG,Mongolia,2010,Male,MLE,61.09
AFR,Africa,SSD,South Sudan,2010,Both sexes,BTSX,61.1
AFR,Africa,KEN,Kenya,2010,Both sexes,BTSX,61.18
WPR,Western Pacific,SLB,Solomon Islands,2010,Male,MLE,61.3
AFR,Africa,LBR,Liberia,2010,Female,FMLE,61.32
AFR,Africa,ETH,Ethiopia,2010,Male,MLE,61.33
AFR,Africa,BWA,Botswana,2010,Female,FMLE,61.36
WPR,Western Pacific,KIR,Kiribati,2010,Female,FMLE,61.39
AFR,Africa,TZA,United Republic of Tanzania,2010,Both sexes,BTSX,61.39
AFR,Africa,MDG,Madagascar,2010,Male,MLE,61.43
WPR,Western Pacific,PNG,Papua New Guinea,2010,Male,MLE,61.52
EMR,Eastern Mediterranean,PAK,Pakistan,2010,Male,MLE,61.53
SEAR,South-East Asia,MMR,Myanmar,2010,Male,MLE,61.62
AMR,Americas,GUY,Guyana,2010,Male,MLE,61.63
AFR,Africa,TGO,Togo,2010,Female,FMLE,61.83
EMR,Eastern Mediterranean,DJI,Djibouti,2010,Both sexes,BTSX,61.87
WPR,Western Pacific,VUT,Vanuatu,2010,Male,MLE,61.9
AFR,Africa,GHA,Ghana,2010,Both sexes,BTSX,62
AFR,Africa,GAB,Gabon,2010,Both sexes,BTSX,62.16
AFR,Africa,UGA,Uganda,2010,Female,FMLE,62.21
AFR,Africa,RWA,Rwanda,2010,Male,MLE,62.31
AFR,Africa,GMB,Gambia,2010,Both sexes,BTSX,62.42
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2010,Male,MLE,62.44
AFR,Africa,TZA,United Republic of Tanzania,2010,Female,FMLE,62.63
EMR,Eastern Mediterranean,PAK,Pakistan,2010,Both sexes,BTSX,62.64
WPR,Western Pacific,FSM,Micronesia (Federated States of),2010,Both sexes,BTSX,62.67
AFR,Africa,MDG,Madagascar,2010,Both sexes,BTSX,62.79
AFR,Africa,BEN,Benin,2010,Female,FMLE,62.88
AFR,Africa,ETH,Ethiopia,2010,Both sexes,BTSX,62.92
EUR,Europe,RUS,Russian Federation,2010,Male,MLE,62.94
AFR,Africa,KEN,Kenya,2010,Female,FMLE,63.07
AFR,Africa,SSD,South Sudan,2010,Female,FMLE,63.08
EMR,Eastern Mediterranean,DJI,Djibouti,2010,Female,FMLE,63.26
WPR,Western Pacific,PNG,Papua New Guinea,2010,Both sexes,BTSX,63.42
EUR,Europe,KAZ,Kazakhstan,2010,Male,MLE,63.58
AFR,Africa,COM,Comoros,2010,Male,MLE,63.6
EUR,Europe,TKM,Turkmenistan,2010,Male,MLE,63.62
AFR,Africa,SEN,Senegal,2010,Male,MLE,63.67
WPR,Western Pacific,SLB,Solomon Islands,2010,Both sexes,BTSX,63.69
EMR,Eastern Mediterranean,PAK,Pakistan,2010,Female,FMLE,63.9
AFR,Africa,ERI,Eritrea,2010,Female,FMLE,63.97
AFR,Africa,MDG,Madagascar,2010,Female,FMLE,64.17
WPR,Western Pacific,KHM,Cambodia,2010,Male,MLE,64.19
AFR,Africa,GAB,Gabon,2010,Female,FMLE,64.25
AFR,Africa,RWA,Rwanda,2010,Both sexes,BTSX,64.44
AFR,Africa,GMB,Gambia,2010,Female,FMLE,64.47
WPR,Western Pacific,VUT,Vanuatu,2010,Both sexes,BTSX,64.52
AFR,Africa,GHA,Ghana,2010,Female,FMLE,64.53
EUR,Europe,BLR,Belarus,2010,Male,MLE,64.55
AFR,Africa,ETH,Ethiopia,2010,Female,FMLE,64.55
EUR,Europe,MDA,Republic of Moldova,2010,Male,MLE,64.62
AFR,Africa,NAM,Namibia,2010,Female,FMLE,64.66
EMR,Eastern Mediterranean,SDN,Sudan,2010,Male,MLE,64.74
AMR,Americas,GUY,Guyana,2010,Both sexes,BTSX,64.77
SEAR,South-East Asia,MMR,Myanmar,2010,Both sexes,BTSX,64.79
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2010,Both sexes,BTSX,64.88
AFR,Africa,COM,Comoros,2010,Both sexes,BTSX,64.98
WPR,Western Pacific,MNG,Mongolia,2010,Both sexes,BTSX,65.05
EUR,Europe,KGZ,Kyrgyzstan,2010,Male,MLE,65.2
EUR,Europe,UKR,Ukraine,2010,Male,MLE,65.2
AFR,Africa,MRT,Mauritania,2010,Male,MLE,65.4
WPR,Western Pacific,PNG,Papua New Guinea,2010,Female,FMLE,65.4
AFR,Africa,SEN,Senegal,2010,Both sexes,BTSX,65.47
AFR,Africa,MRT,Mauritania,2010,Both sexes,BTSX,65.59
WPR,Western Pacific,FSM,Micronesia (Federated States of),2010,Female,FMLE,65.61
SEAR,South-East Asia,IND,India,2010,Male,MLE,65.69
AMR,Americas,GTM,Guatemala,2010,Male,MLE,65.82
WPR,Western Pacific,FJI,Fiji,2010,Male,MLE,65.86
AFR,Africa,MRT,Mauritania,2010,Female,FMLE,65.87
EMR,Eastern Mediterranean,YEM,Yemen,2010,Male,MLE,65.88
EUR,Europe,TJK,Tajikistan,2010,Male,MLE,66.04
EUR,Europe,AZE,Azerbaijan,2010,Male,MLE,66.29
AFR,Africa,COM,Comoros,2010,Female,FMLE,66.35
WPR,Western Pacific,SLB,Solomon Islands,2010,Female,FMLE,66.4
AFR,Africa,RWA,Rwanda,2010,Female,FMLE,66.51
EMR,Eastern Mediterranean,SDN,Sudan,2010,Both sexes,BTSX,66.56
WPR,Western Pacific,PHL,Philippines,2010,Male,MLE,66.63
SEAR,South-East Asia,TLS,Timor-Leste,2010,Male,MLE,66.79
AFR,Africa,STP,Sao Tome and Principe,2010,Male,MLE,66.89
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2010,Male,MLE,66.93
AFR,Africa,SEN,Senegal,2010,Female,FMLE,67.15
WPR,Western Pacific,KHM,Cambodia,2010,Both sexes,BTSX,67.22
SEAR,South-East Asia,IND,India,2010,Both sexes,BTSX,67.23
EUR,Europe,TKM,Turkmenistan,2010,Both sexes,BTSX,67.31
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2010,Female,FMLE,67.38
EUR,Europe,GEO,Georgia,2010,Male,MLE,67.44
EUR,Europe,LTU,Lithuania,2010,Male,MLE,67.49
WPR,Western Pacific,VUT,Vanuatu,2010,Female,FMLE,67.5
EUR,Europe,UZB,Uzbekistan,2010,Male,MLE,67.51
SEAR,South-East Asia,NPL,Nepal,2010,Male,MLE,67.52
SEAR,South-East Asia,IDN,Indonesia,2010,Male,MLE,67.53
WPR,Western Pacific,FJI,Fiji,2010,Both sexes,BTSX,67.6
EMR,Eastern Mediterranean,YEM,Yemen,2010,Both sexes,BTSX,67.7
EMR,Eastern Mediterranean,IRQ,Iraq,2010,Male,MLE,67.76
EUR,Europe,LVA,Latvia,2010,Male,MLE,67.76
EMR,Eastern Mediterranean,EGY,Egypt,2010,Male,MLE,67.82
SEAR,South-East Asia,MMR,Myanmar,2010,Female,FMLE,67.87
EUR,Europe,TJK,Tajikistan,2010,Both sexes,BTSX,68.01
SEAR,South-East Asia,TLS,Timor-Leste,2010,Both sexes,BTSX,68.06
WPR,Western Pacific,WSM,Samoa,2010,Male,MLE,68.08
AMR,Americas,GUY,Guyana,2010,Female,FMLE,68.23
AFR,Africa,STP,Sao Tome and Principe,2010,Both sexes,BTSX,68.24
EMR,Eastern Mediterranean,SDN,Sudan,2010,Female,FMLE,68.41
WPR,Western Pacific,VNM,Viet Nam,2010,Male,MLE,68.42
EUR,Europe,KAZ,Kazakhstan,2010,Both sexes,BTSX,68.43
SEAR,South-East Asia,BGD,Bangladesh,2010,Male,MLE,68.63
AMR,Americas,SUR,Suriname,2010,Male,MLE,68.71
AMR,Americas,TTO,Trinidad and Tobago,2010,Male,MLE,68.74
EUR,Europe,RUS,Russian Federation,2010,Both sexes,BTSX,68.76
EUR,Europe,MDA,Republic of Moldova,2010,Both sexes,BTSX,68.81
SEAR,South-East Asia,IND,India,2010,Female,FMLE,68.94
EMR,Eastern Mediterranean,OMN,Oman,2010,Male,MLE,68.97
EUR,Europe,AZE,Azerbaijan,2010,Both sexes,BTSX,69.03
WPR,Western Pacific,TON,Tonga,2010,Male,MLE,69.14
EUR,Europe,KGZ,Kyrgyzstan,2010,Both sexes,BTSX,69.17
SEAR,South-East Asia,NPL,Nepal,2010,Both sexes,BTSX,69.18
AMR,Americas,GRD,Grenada,2010,Male,MLE,69.2
SEAR,South-East Asia,IDN,Indonesia,2010,Both sexes,BTSX,69.26
AMR,Americas,GTM,Guatemala,2010,Both sexes,BTSX,69.3
SEAR,South-East Asia,TLS,Timor-Leste,2010,Female,FMLE,69.36
EUR,Europe,ARM,Armenia,2010,Male,MLE,69.39
AMR,Americas,BOL,Bolivia (Plurinational State of),2010,Male,MLE,69.44
SEAR,South-East Asia,LKA,Sri Lanka,2010,Male,MLE,69.44
WPR,Western Pacific,MNG,Mongolia,2010,Female,FMLE,69.47
WPR,Western Pacific,FJI,Fiji,2010,Female,FMLE,69.52
AFR,Africa,STP,Sao Tome and Principe,2010,Female,FMLE,69.55
WPR,Western Pacific,WSM,Samoa,2010,Both sexes,BTSX,69.57
AFR,Africa,SYC,Seychelles,2010,Male,MLE,69.57
EMR,Eastern Mediterranean,YEM,Yemen,2010,Female,FMLE,69.58
AMR,Americas,BHS,Bahamas,2010,Male,MLE,69.64
AFR,Africa,MUS,Mauritius,2010,Male,MLE,69.84
SEAR,South-East Asia,BTN,Bhutan,2010,Male,MLE,69.87
WPR,Western Pacific,PHL,Philippines,2010,Both sexes,BTSX,69.96
WPR,Western Pacific,KHM,Cambodia,2010,Female,FMLE,70.01
EUR,Europe,ROU,Romania,2010,Male,MLE,70.07
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2010,Both sexes,BTSX,70.18
EUR,Europe,BGR,Bulgaria,2010,Male,MLE,70.19
EUR,Europe,TJK,Tajikistan,2010,Female,FMLE,70.19
EUR,Europe,UZB,Uzbekistan,2010,Both sexes,BTSX,70.19
EMR,Eastern Mediterranean,EGY,Egypt,2010,Both sexes,BTSX,70.2
EUR,Europe,UKR,Ukraine,2010,Both sexes,BTSX,70.2
AMR,Americas,HND,Honduras,2010,Male,MLE,70.24
EMR,Eastern Mediterranean,IRQ,Iraq,2010,Both sexes,BTSX,70.24
SEAR,South-East Asia,BGD,Bangladesh,2010,Both sexes,BTSX,70.29
AMR,Americas,BOL,Bolivia (Plurinational State of),2010,Both sexes,BTSX,70.34
EMR,Eastern Mediterranean,OMN,Oman,2010,Both sexes,BTSX,70.36
EUR,Europe,BLR,Belarus,2010,Both sexes,BTSX,70.39
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2010,Male,MLE,70.39
AMR,Americas,DOM,Dominican Republic,2010,Male,MLE,70.43
AMR,Americas,BRA,Brazil,2010,Male,MLE,70.57
AMR,Americas,SLV,El Salvador,2010,Male,MLE,70.62
EUR,Europe,HUN,Hungary,2010,Male,MLE,70.63
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2010,Male,MLE,70.82
AFR,Africa,CPV,Cabo Verde,2010,Male,MLE,70.83
EUR,Europe,EST,Estonia,2010,Male,MLE,70.86
AMR,Americas,BLZ,Belize,2010,Male,MLE,70.89
SEAR,South-East Asia,NPL,Nepal,2010,Female,FMLE,70.92
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2010,Male,MLE,70.92
AMR,Americas,VCT,Saint Vincent and the Grenadines,2010,Male,MLE,70.92
SEAR,South-East Asia,BTN,Bhutan,2010,Both sexes,BTSX,71.01
SEAR,South-East Asia,IDN,Indonesia,2010,Female,FMLE,71.03
EMR,Eastern Mediterranean,MAR,Morocco,2010,Male,MLE,71.07
EUR,Europe,TKM,Turkmenistan,2010,Female,FMLE,71.09
AMR,Americas,HND,Honduras,2010,Both sexes,BTSX,71.15
WPR,Western Pacific,WSM,Samoa,2010,Female,FMLE,71.16
AMR,Americas,BOL,Bolivia (Plurinational State of),2010,Female,FMLE,71.25
AMR,Americas,NIC,Nicaragua,2010,Male,MLE,71.38
EMR,Eastern Mediterranean,MAR,Morocco,2010,Both sexes,BTSX,71.6
EUR,Europe,SRB,Serbia,2010,Male,MLE,71.63
EUR,Europe,SVK,Slovakia,2010,Male,MLE,71.69
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2010,Both sexes,BTSX,71.76
EUR,Europe,AZE,Azerbaijan,2010,Female,FMLE,71.83
AMR,Americas,SUR,Suriname,2010,Both sexes,BTSX,71.83
AMR,Americas,LCA,Saint Lucia,2010,Male,MLE,71.86
EUR,Europe,GEO,Georgia,2010,Both sexes,BTSX,71.87
AMR,Americas,GRD,Grenada,2010,Both sexes,BTSX,71.97
EUR,Europe,POL,Poland,2010,Male,MLE,72.08
AMR,Americas,HND,Honduras,2010,Female,FMLE,72.11
AMR,Americas,TTO,Trinidad and Tobago,2010,Both sexes,BTSX,72.12
AMR,Americas,ARG,Argentina,2010,Male,MLE,72.14
SEAR,South-East Asia,BGD,Bangladesh,2010,Female,FMLE,72.22
WPR,Western Pacific,TON,Tonga,2010,Both sexes,BTSX,72.22
AMR,Americas,MEX,Mexico,2010,Male,MLE,72.23
WPR,Western Pacific,MYS,Malaysia,2010,Male,MLE,72.25
WPR,Western Pacific,CHN,China,2010,Male,MLE,72.26
EUR,Europe,MNE,Montenegro,2010,Male,MLE,72.27
EMR,Eastern Mediterranean,MAR,Morocco,2010,Female,FMLE,72.27
AMR,Americas,ECU,Ecuador,2010,Male,MLE,72.31
SEAR,South-East Asia,BTN,Bhutan,2010,Female,FMLE,72.35
AMR,Americas,PRY,Paraguay,2010,Male,MLE,72.47
AMR,Americas,URY,Uruguay,2010,Male,MLE,72.54
EMR,Eastern Mediterranean,OMN,Oman,2010,Female,FMLE,72.55
EMR,Eastern Mediterranean,EGY,Egypt,2010,Female,FMLE,72.69
WPR,Western Pacific,VNM,Viet Nam,2010,Both sexes,BTSX,72.72
AMR,Americas,GTM,Guatemala,2010,Female,FMLE,72.77
EMR,Eastern Mediterranean,IRQ,Iraq,2010,Female,FMLE,72.79
AMR,Americas,VCT,Saint Vincent and the Grenadines,2010,Both sexes,BTSX,72.85
EUR,Europe,UZB,Uzbekistan,2010,Female,FMLE,72.91
EUR,Europe,LVA,Latvia,2010,Both sexes,BTSX,72.94
AMR,Americas,BHS,Bahamas,2010,Both sexes,BTSX,72.96
AFR,Africa,SYC,Seychelles,2010,Both sexes,BTSX,73.01
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2010,Female,FMLE,73.09
EUR,Europe,MDA,Republic of Moldova,2010,Female,FMLE,73.11
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2010,Both sexes,BTSX,73.11
EUR,Europe,ARM,Armenia,2010,Both sexes,BTSX,73.12
EUR,Europe,LTU,Lithuania,2010,Both sexes,BTSX,73.14
AMR,Americas,DOM,Dominican Republic,2010,Both sexes,BTSX,73.17
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2010,Male,MLE,73.2
AFR,Africa,MUS,Mauritius,2010,Both sexes,BTSX,73.24
SEAR,South-East Asia,THA,Thailand,2010,Male,MLE,73.24
EMR,Eastern Mediterranean,LBN,Lebanon,2010,Male,MLE,73.26
AMR,Americas,JAM,Jamaica,2010,Male,MLE,73.27
EUR,Europe,KGZ,Kyrgyzstan,2010,Female,FMLE,73.29
SEAR,South-East Asia,LKA,Sri Lanka,2010,Both sexes,BTSX,73.3
WPR,Western Pacific,BRN,Brunei Darussalam,2010,Male,MLE,73.35
AMR,Americas,BLZ,Belize,2010,Both sexes,BTSX,73.39
EUR,Europe,KAZ,Kazakhstan,2010,Female,FMLE,73.39
EUR,Europe,HRV,Croatia,2010,Male,MLE,73.41
WPR,Western Pacific,PHL,Philippines,2010,Female,FMLE,73.52
AMR,Americas,ATG,Antigua and Barbuda,2010,Male,MLE,73.56
EUR,Europe,BGR,Bulgaria,2010,Both sexes,BTSX,73.64
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2010,Female,FMLE,73.67
EUR,Europe,ROU,Romania,2010,Both sexes,BTSX,73.7
EMR,Eastern Mediterranean,BHR,Bahrain,2010,Male,MLE,73.85
EUR,Europe,BIH,Bosnia and Herzegovina,2010,Male,MLE,73.85
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2010,Male,MLE,73.86
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2010,Male,MLE,73.87
EMR,Eastern Mediterranean,QAT,Qatar,2010,Female,FMLE,73.87
EMR,Eastern Mediterranean,TUN,Tunisia,2010,Male,MLE,73.95
AMR,Americas,COL,Colombia,2010,Male,MLE,74
AMR,Americas,NIC,Nicaragua,2010,Both sexes,BTSX,74.05
EMR,Eastern Mediterranean,QAT,Qatar,2010,Both sexes,BTSX,74.08
AMR,Americas,BRA,Brazil,2010,Both sexes,BTSX,74.09
AFR,Africa,CPV,Cabo Verde,2010,Both sexes,BTSX,74.12
EUR,Europe,SRB,Serbia,2010,Both sexes,BTSX,74.2
EUR,Europe,ALB,Albania,2010,Male,MLE,74.23
WPR,Western Pacific,MYS,Malaysia,2010,Both sexes,BTSX,74.25
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2010,Both sexes,BTSX,74.35
EUR,Europe,CZE,Czechia,2010,Male,MLE,74.41
AMR,Americas,BRB,Barbados,2010,Male,MLE,74.46
AMR,Americas,SLV,El Salvador,2010,Both sexes,BTSX,74.5
EMR,Eastern Mediterranean,BHR,Bahrain,2010,Both sexes,BTSX,74.52
WPR,Western Pacific,BRN,Brunei Darussalam,2010,Both sexes,BTSX,74.57
EUR,Europe,HUN,Hungary,2010,Both sexes,BTSX,74.58
AMR,Americas,PAN,Panama,2010,Male,MLE,74.63
EUR,Europe,TUR,Türkiye,2010,Male,MLE,74.65
EUR,Europe,MNE,Montenegro,2010,Both sexes,BTSX,74.69
EUR,Europe,RUS,Russian Federation,2010,Female,FMLE,74.72
EMR,Eastern Mediterranean,LBY,Libya,2010,Male,MLE,74.79
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2010,Both sexes,BTSX,74.79
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2010,Both sexes,BTSX,74.86
WPR,Western Pacific,CHN,China,2010,Both sexes,BTSX,74.89
AFR,Africa,DZA,Algeria,2010,Male,MLE,74.95
EMR,Eastern Mediterranean,QAT,Qatar,2010,Male,MLE,74.97
AMR,Americas,PRY,Paraguay,2010,Both sexes,BTSX,74.99
AMR,Americas,VCT,Saint Vincent and the Grenadines,2010,Female,FMLE,74.99
AMR,Americas,ECU,Ecuador,2010,Both sexes,BTSX,75.02
EUR,Europe,UKR,Ukraine,2010,Female,FMLE,75.1
AMR,Americas,SUR,Suriname,2010,Female,FMLE,75.12
AMR,Americas,MEX,Mexico,2010,Both sexes,BTSX,75.13
AMR,Americas,LCA,Saint Lucia,2010,Both sexes,BTSX,75.2
EMR,Eastern Mediterranean,BHR,Bahrain,2010,Female,FMLE,75.34
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2010,Female,FMLE,75.4
AMR,Americas,ARG,Argentina,2010,Both sexes,BTSX,75.44
EUR,Europe,SVK,Slovakia,2010,Both sexes,BTSX,75.47
AMR,Americas,CHL,Chile,2010,Male,MLE,75.48
AMR,Americas,GRD,Grenada,2010,Female,FMLE,75.48
WPR,Western Pacific,TON,Tonga,2010,Female,FMLE,75.5
EMR,Eastern Mediterranean,LBN,Lebanon,2010,Both sexes,BTSX,75.53
AMR,Americas,CUB,Cuba,2010,Male,MLE,75.55
EMR,Eastern Mediterranean,JOR,Jordan,2010,Male,MLE,75.59
AMR,Americas,PER,Peru,2010,Male,MLE,75.61
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2010,Female,FMLE,75.63
AMR,Americas,TTO,Trinidad and Tobago,2010,Female,FMLE,75.69
AMR,Americas,JAM,Jamaica,2010,Both sexes,BTSX,75.77
WPR,Western Pacific,BRN,Brunei Darussalam,2010,Female,FMLE,75.84
AFR,Africa,DZA,Algeria,2010,Both sexes,BTSX,75.85
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2010,Both sexes,BTSX,75.86
EUR,Europe,EST,Estonia,2010,Both sexes,BTSX,75.87
AMR,Americas,BRB,Barbados,2010,Both sexes,BTSX,75.88
AMR,Americas,ATG,Antigua and Barbuda,2010,Both sexes,BTSX,75.95
SEAR,South-East Asia,MDV,Maldives,2010,Male,MLE,76.02
EMR,Eastern Mediterranean,LBY,Libya,2010,Both sexes,BTSX,76.04
EMR,Eastern Mediterranean,TUN,Tunisia,2010,Both sexes,BTSX,76.05
AMR,Americas,BLZ,Belize,2010,Female,FMLE,76.12
AMR,Americas,DOM,Dominican Republic,2010,Female,FMLE,76.14
EUR,Europe,BIH,Bosnia and Herzegovina,2010,Both sexes,BTSX,76.19
EUR,Europe,ALB,Albania,2010,Both sexes,BTSX,76.25
AMR,Americas,BHS,Bahamas,2010,Female,FMLE,76.25
EUR,Europe,POL,Poland,2010,Both sexes,BTSX,76.25
EUR,Europe,SVN,Slovenia,2010,Male,MLE,76.25
SEAR,South-East Asia,THA,Thailand,2010,Both sexes,BTSX,76.25
AMR,Americas,USA,United States of America,2010,Male,MLE,76.27
EUR,Europe,GEO,Georgia,2010,Female,FMLE,76.3
AMR,Americas,URY,Uruguay,2010,Both sexes,BTSX,76.36
EUR,Europe,BLR,Belarus,2010,Female,FMLE,76.41
WPR,Western Pacific,MYS,Malaysia,2010,Female,FMLE,76.52
EMR,Eastern Mediterranean,JOR,Jordan,2010,Both sexes,BTSX,76.59
EUR,Europe,PRT,Portugal,2010,Male,MLE,76.59
EUR,Europe,ARM,Armenia,2010,Female,FMLE,76.61
AMR,Americas,NIC,Nicaragua,2010,Female,FMLE,76.66
EUR,Europe,FIN,Finland,2010,Male,MLE,76.68
EUR,Europe,HRV,Croatia,2010,Both sexes,BTSX,76.72
AFR,Africa,DZA,Algeria,2010,Female,FMLE,76.79
AFR,Africa,MUS,Mauritius,2010,Female,FMLE,76.8
