region_code,region,location_code,location,period,gender,gender_code,life_expect_birth
AMR,Americas,PRY,Paraguay,2019,Female,FMLE,23.5
AMR,Americas,BRA,Brazil,2019,Female,FMLE,23.51
AMR,Americas,SLV,El Salvador,2019,Female,FMLE,23.57
SEAR,South-East Asia,THA,Thailand,2019,Both sexes,BTSX,23.57
AMR,Americas,CRI,Costa Rica,2019,Male,MLE,23.58
EUR,Europe,DNK,Denmark,2019,Both sexes,BTSX,23.59
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2019,Female,FMLE,23.6
EUR,Europe,ISR,Israel,2019,Male,MLE,23.62
AMR,Americas,PER,Peru,2019,Male,MLE,23.66
EUR,Europe,ISL,Iceland,2019,Male,MLE,23.71
EUR,Europe,HRV,Croatia,2019,Female,FMLE,23.75
WPR,Western Pacific,NZL,New Zealand,2019,Male,MLE,23.75
WPR,Western Pacific,SGP,Singapore,2019,Male,MLE,23.78
EUR,Europe,SVN,Slovenia,2019,Both sexes,BTSX,23.82
AMR,Americas,CAN,Canada,2019,Male,MLE,23.84
EUR,Europe,GRC,Greece,2019,Both sexes,BTSX,23.84
EUR,Europe,SVK,Slovakia,2019,Female,FMLE,23.93
WPR,Western Pacific,JPN,Japan,2019,Male,MLE,23.95
AMR,Americas,COL,Colombia,2019,Both sexes,BTSX,23.96
EMR,Eastern Mediterranean,KWT,Kuwait,2019,Both sexes,BTSX,23.96
AMR,Americas,URY,Uruguay,2019,Female,FMLE,23.96
EUR,Europe,CZE,Czechia,2019,Female,FMLE,24
EUR,Europe,BEL,Belgium,2019,Both sexes,BTSX,24.02
EUR,Europe,NLD,Netherlands,2019,Both sexes,BTSX,24.08
EUR,Europe,AUT,Austria,2019,Both sexes,BTSX,24.09
EUR,Europe,CHE,Switzerland,2019,Male,MLE,24.09
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2019,Both sexes,BTSX,24.13
EUR,Europe,FIN,Finland,2019,Both sexes,BTSX,24.16
EUR,Europe,IRL,Ireland,2019,Both sexes,BTSX,24.19
AMR,Americas,PAN,Panama,2019,Both sexes,BTSX,24.26
AMR,Americas,CHL,Chile,2019,Both sexes,BTSX,24.27
AMR,Americas,ECU,Ecuador,2019,Female,FMLE,24.31
EUR,Europe,POL,Poland,2019,Female,FMLE,24.33
EUR,Europe,PRT,Portugal,2019,Both sexes,BTSX,24.34
WPR,Western Pacific,AUS,Australia,2019,Male,MLE,24.37
AMR,Americas,PER,Peru,2019,Both sexes,BTSX,24.38
AMR,Americas,USA,United States of America,2019,Female,FMLE,24.38
EUR,Europe,LUX,Luxembourg,2019,Both sexes,BTSX,24.4
EUR,Europe,DEU,Germany,2019,Both sexes,BTSX,24.41
EUR,Europe,MLT,Malta,2019,Both sexes,BTSX,24.49
EUR,Europe,SWE,Sweden,2019,Both sexes,BTSX,24.5
EUR,Europe,ISL,Iceland,2019,Both sexes,BTSX,24.64
EUR,Europe,NOR,Norway,2019,Both sexes,BTSX,24.66
WPR,Western Pacific,NZL,New Zealand,2019,Both sexes,BTSX,24.83
SEAR,South-East Asia,THA,Thailand,2019,Female,FMLE,24.84
EUR,Europe,DNK,Denmark,2019,Female,FMLE,24.85
EUR,Europe,ISR,Israel,2019,Both sexes,BTSX,24.9
EUR,Europe,CYP,Cyprus,2019,Both sexes,BTSX,24.92
EUR,Europe,EST,Estonia,2019,Female,FMLE,24.99
AMR,Americas,TTO,Trinidad and Tobago,2019,Female,FMLE,25.01
AMR,Americas,CRI,Costa Rica,2019,Both sexes,BTSX,25.03
EUR,Europe,ITA,Italy,2019,Both sexes,BTSX,25.04
AMR,Americas,PER,Peru,2019,Female,FMLE,25.05
EUR,Europe,NLD,Netherlands,2019,Female,FMLE,25.13
AMR,Americas,CAN,Canada,2019,Both sexes,BTSX,25.15
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2019,Female,FMLE,25.23
AMR,Americas,COL,Colombia,2019,Female,FMLE,25.27
EUR,Europe,IRL,Ireland,2019,Female,FMLE,25.33
EUR,Europe,FRA,France,2019,Both sexes,BTSX,25.34
EUR,Europe,ESP,Spain,2019,Both sexes,BTSX,25.39
EUR,Europe,CHE,Switzerland,2019,Both sexes,BTSX,25.43
EUR,Europe,GRC,Greece,2019,Female,FMLE,25.52
EUR,Europe,ISL,Iceland,2019,Female,FMLE,25.54
WPR,Western Pacific,SGP,Singapore,2019,Both sexes,BTSX,25.54
EUR,Europe,BEL,Belgium,2019,Female,FMLE,25.58
EUR,Europe,SWE,Sweden,2019,Female,FMLE,25.59
EUR,Europe,AUT,Austria,2019,Female,FMLE,25.6
WPR,Western Pacific,AUS,Australia,2019,Both sexes,BTSX,25.62
EUR,Europe,SVN,Slovenia,2019,Female,FMLE,25.64
EUR,Europe,NOR,Norway,2019,Female,FMLE,25.76
WPR,Western Pacific,KOR,Republic of Korea,2019,Both sexes,BTSX,25.8
EUR,Europe,FIN,Finland,2019,Female,FMLE,25.81
EUR,Europe,LUX,Luxembourg,2019,Female,FMLE,25.81
WPR,Western Pacific,NZL,New Zealand,2019,Female,FMLE,25.84
EUR,Europe,MLT,Malta,2019,Female,FMLE,25.86
AMR,Americas,CHL,Chile,2019,Female,FMLE,25.88
EMR,Eastern Mediterranean,KWT,Kuwait,2019,Female,FMLE,25.9
AMR,Americas,PAN,Panama,2019,Female,FMLE,25.95
EUR,Europe,ISR,Israel,2019,Female,FMLE,26.03
EUR,Europe,PRT,Portugal,2019,Female,FMLE,26.29
WPR,Western Pacific,JPN,Japan,2019,Both sexes,BTSX,26.35
AMR,Americas,CAN,Canada,2019,Female,FMLE,26.38
AMR,Americas,CRI,Costa Rica,2019,Female,FMLE,26.4
EUR,Europe,CYP,Cyprus,2019,Female,FMLE,26.43
EUR,Europe,ITA,Italy,2019,Female,FMLE,26.53
EUR,Europe,CHE,Switzerland,2019,Female,FMLE,26.65
WPR,Western Pacific,AUS,Australia,2019,Female,FMLE,26.83
EUR,Europe,DEU,Germany,2019,Female,FMLE,26.87
EUR,Europe,FRA,France,2019,Female,FMLE,27.21
WPR,Western Pacific,SGP,Singapore,2019,Female,FMLE,27.22
EUR,Europe,ESP,Spain,2019,Female,FMLE,27.34
WPR,Western Pacific,KOR,Republic of Korea,2019,Female,FMLE,27.87
WPR,Western Pacific,JPN,Japan,2019,Female,FMLE,28.56
AFR,Africa,LSO,Lesotho,2015,Male,MLE,45.07
AFR,Africa,LSO,Lesotho,2015,Both sexes,BTSX,47.67
AFR,Africa,CAF,Central African Republic,2015,Male,MLE,48.19
AFR,Africa,SWZ,Eswatini,2015,Male,MLE,50.25
AFR,Africa,CAF,Central African Republic,2015,Both sexes,BTSX,50.53
AFR,Africa,LSO,Lesotho,2015,Female,FMLE,50.58
EMR,Eastern Mediterranean,SOM,Somalia,2015,Male,MLE,52.17
AFR,Africa,MOZ,Mozambique,2015,Male,MLE,52.42
AFR,Africa,CAF,Central African Republic,2015,Female,FMLE,53.03
AFR,Africa,SWZ,Eswatini,2015,Both sexes,BTSX,54.05
EMR,Eastern Mediterranean,SOM,Somalia,2015,Both sexes,BTSX,54.57
WPR,Western Pacific,KIR,Kiribati,2015,Male,MLE,55.13
AFR,Africa,GNB,Guinea-Bissau,2015,Male,MLE,55.53
AFR,Africa,ZWE,Zimbabwe,2015,Male,MLE,55.73
AFR,Africa,SLE,Sierra Leone,2015,Male,MLE,55.9
AFR,Africa,MOZ,Mozambique,2015,Both sexes,BTSX,55.95
AFR,Africa,TCD,Chad,2015,Male,MLE,56.22
AFR,Africa,SLE,Sierra Leone,2015,Both sexes,BTSX,56.94
AFR,Africa,GIN,Guinea,2015,Male,MLE,57.28
AFR,Africa,CMR,Cameroon,2015,Male,MLE,57.29
EMR,Eastern Mediterranean,SOM,Somalia,2015,Female,FMLE,57.31
AFR,Africa,BWA,Botswana,2015,Male,MLE,57.83
AFR,Africa,TCD,Chad,2015,Both sexes,BTSX,57.91
AFR,Africa,SLE,Sierra Leone,2015,Female,FMLE,57.93
AFR,Africa,ZMB,Zambia,2015,Male,MLE,57.93
AFR,Africa,CIV,Côte d’Ivoire,2015,Male,MLE,57.98
WPR,Western Pacific,KIR,Kiribati,2015,Both sexes,BTSX,58.2
AFR,Africa,GNB,Guinea-Bissau,2015,Both sexes,BTSX,58.23
AFR,Africa,BFA,Burkina Faso,2015,Male,MLE,58.24
AFR,Africa,COD,Democratic Republic of the Congo,2015,Male,MLE,58.25
AFR,Africa,ZWE,Zimbabwe,2015,Both sexes,BTSX,58.48
AFR,Africa,SWZ,Eswatini,2015,Female,FMLE,58.71
AFR,Africa,GIN,Guinea,2015,Both sexes,BTSX,58.81
AFR,Africa,CMR,Cameroon,2015,Both sexes,BTSX,59.11
AFR,Africa,AGO,Angola,2015,Male,MLE,59.13
AFR,Africa,TGO,Togo,2015,Male,MLE,59.24
AFR,Africa,NAM,Namibia,2015,Male,MLE,59.36
AFR,Africa,ERI,Eritrea,2015,Male,MLE,59.4
AFR,Africa,MOZ,Mozambique,2015,Female,FMLE,59.45
AFR,Africa,NGA,Nigeria,2015,Male,MLE,59.59
AFR,Africa,TCD,Chad,2015,Female,FMLE,59.63
AFR,Africa,BEN,Benin,2015,Male,MLE,59.66
AFR,Africa,MWI,Malawi,2015,Male,MLE,59.67
AFR,Africa,SSD,South Sudan,2015,Male,MLE,59.8
AFR,Africa,ZAF,South Africa,2015,Male,MLE,59.82
AFR,Africa,BDI,Burundi,2015,Male,MLE,59.84
AFR,Africa,GIN,Guinea,2015,Female,FMLE,60.07
WPR,Western Pacific,FSM,Micronesia (Federated States of),2015,Male,MLE,60.14
AFR,Africa,CIV,Côte d’Ivoire,2015,Both sexes,BTSX,60.2
AFR,Africa,GNQ,Equatorial Guinea,2015,Male,MLE,60.28
AFR,Africa,NER,Niger,2015,Male,MLE,60.28
AFR,Africa,MLI,Mali,2015,Male,MLE,60.36
AFR,Africa,COD,Democratic Republic of the Congo,2015,Both sexes,BTSX,60.44
AFR,Africa,ZMB,Zambia,2015,Both sexes,BTSX,60.5
AFR,Africa,LBR,Liberia,2015,Male,MLE,60.65
AFR,Africa,GNB,Guinea-Bissau,2015,Female,FMLE,60.81
AFR,Africa,UGA,Uganda,2015,Male,MLE,60.81
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2015,Male,MLE,60.88
AFR,Africa,MLI,Mali,2015,Both sexes,BTSX,60.89
AFR,Africa,BFA,Burkina Faso,2015,Both sexes,BTSX,60.92
AFR,Africa,BWA,Botswana,2015,Both sexes,BTSX,60.93
AFR,Africa,ZWE,Zimbabwe,2015,Female,FMLE,60.96
AFR,Africa,CMR,Cameroon,2015,Female,FMLE,60.99
EMR,Eastern Mediterranean,AFG,Afghanistan,2015,Male,MLE,61.04
AFR,Africa,GNQ,Equatorial Guinea,2015,Both sexes,BTSX,61.13
AFR,Africa,NGA,Nigeria,2015,Both sexes,BTSX,61.16
AFR,Africa,LBR,Liberia,2015,Both sexes,BTSX,61.17
WPR,Western Pacific,KIR,Kiribati,2015,Female,FMLE,61.37
AFR,Africa,MLI,Mali,2015,Female,FMLE,61.41
AFR,Africa,NER,Niger,2015,Both sexes,BTSX,61.54
EMR,Eastern Mediterranean,AFG,Afghanistan,2015,Both sexes,BTSX,61.65
AFR,Africa,LBR,Liberia,2015,Female,FMLE,61.68
AFR,Africa,KEN,Kenya,2015,Male,MLE,61.71
AFR,Africa,AGO,Angola,2015,Both sexes,BTSX,61.72
AFR,Africa,GNQ,Equatorial Guinea,2015,Female,FMLE,61.83
AFR,Africa,TGO,Togo,2015,Both sexes,BTSX,61.92
AFR,Africa,BEN,Benin,2015,Both sexes,BTSX,61.96
AFR,Africa,GHA,Ghana,2015,Male,MLE,61.97
AFR,Africa,SSD,South Sudan,2015,Both sexes,BTSX,61.99
WPR,Western Pacific,VUT,Vanuatu,2015,Male,MLE,62.02
AFR,Africa,BDI,Burundi,2015,Both sexes,BTSX,62.05
AMR,Americas,HTI,Haiti,2015,Male,MLE,62.09
AFR,Africa,GAB,Gabon,2015,Male,MLE,62.11
AFR,Africa,GMB,Gambia,2015,Male,MLE,62.18
AFR,Africa,ERI,Eritrea,2015,Both sexes,BTSX,62.29
AMR,Americas,GUY,Guyana,2015,Male,MLE,62.31
WPR,Western Pacific,SLB,Solomon Islands,2015,Male,MLE,62.34
EMR,Eastern Mediterranean,AFG,Afghanistan,2015,Female,FMLE,62.35
AFR,Africa,COG,Congo,2015,Male,MLE,62.56
WPR,Western Pacific,PNG,Papua New Guinea,2015,Male,MLE,62.57
AFR,Africa,ZAF,South Africa,2015,Both sexes,BTSX,62.57
AMR,Americas,HTI,Haiti,2015,Both sexes,BTSX,62.61
AFR,Africa,COD,Democratic Republic of the Congo,2015,Female,FMLE,62.73
WPR,Western Pacific,FSM,Micronesia (Federated States of),2015,Both sexes,BTSX,62.74
AFR,Africa,NGA,Nigeria,2015,Female,FMLE,62.8
EMR,Eastern Mediterranean,DJI,Djibouti,2015,Male,MLE,62.84
AFR,Africa,NER,Niger,2015,Female,FMLE,62.86
AFR,Africa,MDG,Madagascar,2015,Male,MLE,62.87
AFR,Africa,NAM,Namibia,2015,Both sexes,BTSX,62.87
AFR,Africa,CIV,Côte d’Ivoire,2015,Female,FMLE,62.96
AFR,Africa,ZMB,Zambia,2015,Female,FMLE,63.02
AFR,Africa,MWI,Malawi,2015,Both sexes,BTSX,63.04
AFR,Africa,COG,Congo,2015,Both sexes,BTSX,63.11
EMR,Eastern Mediterranean,PAK,Pakistan,2015,Male,MLE,63.12
AMR,Americas,HTI,Haiti,2015,Female,FMLE,63.13
AFR,Africa,TZA,United Republic of Tanzania,2015,Male,MLE,63.38
AFR,Africa,BFA,Burkina Faso,2015,Female,FMLE,63.45
WPR,Western Pacific,MNG,Mongolia,2015,Male,MLE,63.45
AFR,Africa,COG,Congo,2015,Female,FMLE,63.59
AFR,Africa,BWA,Botswana,2015,Female,FMLE,63.93
AFR,Africa,GMB,Gambia,2015,Both sexes,BTSX,64.14
AFR,Africa,KEN,Kenya,2015,Both sexes,BTSX,64.17
EMR,Eastern Mediterranean,PAK,Pakistan,2015,Both sexes,BTSX,64.18
AFR,Africa,MDG,Madagascar,2015,Both sexes,BTSX,64.19
AFR,Africa,BEN,Benin,2015,Female,FMLE,64.25
AFR,Africa,BDI,Burundi,2015,Female,FMLE,64.26
AFR,Africa,SSD,South Sudan,2015,Female,FMLE,64.3
SEAR,South-East Asia,MMR,Myanmar,2015,Male,MLE,64.32
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2015,Both sexes,BTSX,64.4
AFR,Africa,UGA,Uganda,2015,Both sexes,BTSX,64.47
WPR,Western Pacific,PNG,Papua New Guinea,2015,Both sexes,BTSX,64.49
AFR,Africa,AGO,Angola,2015,Female,FMLE,64.5
AFR,Africa,GHA,Ghana,2015,Both sexes,BTSX,64.55
EMR,Eastern Mediterranean,DJI,Djibouti,2015,Both sexes,BTSX,64.64
WPR,Western Pacific,VUT,Vanuatu,2015,Both sexes,BTSX,64.64
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2015,Male,MLE,64.7
WPR,Western Pacific,SLB,Solomon Islands,2015,Both sexes,BTSX,64.74
AFR,Africa,TGO,Togo,2015,Female,FMLE,64.83
AFR,Africa,GAB,Gabon,2015,Both sexes,BTSX,64.93
AFR,Africa,ETH,Ethiopia,2015,Male,MLE,65.04
AFR,Africa,COM,Comoros,2015,Male,MLE,65.07
AFR,Africa,ZAF,South Africa,2015,Female,FMLE,65.34
EMR,Eastern Mediterranean,PAK,Pakistan,2015,Female,FMLE,65.36
AFR,Africa,TZA,United Republic of Tanzania,2015,Both sexes,BTSX,65.36
EMR,Eastern Mediterranean,YEM,Yemen,2015,Male,MLE,65.41
AFR,Africa,ERI,Eritrea,2015,Female,FMLE,65.45
AFR,Africa,SEN,Senegal,2015,Male,MLE,65.46
AFR,Africa,RWA,Rwanda,2015,Male,MLE,65.47
AFR,Africa,MDG,Madagascar,2015,Female,FMLE,65.5
AMR,Americas,GUY,Guyana,2015,Both sexes,BTSX,65.59
WPR,Western Pacific,FSM,Micronesia (Federated States of),2015,Female,FMLE,65.66
EUR,Europe,TKM,Turkmenistan,2015,Male,MLE,65.66
WPR,Western Pacific,FJI,Fiji,2015,Male,MLE,65.77
EUR,Europe,RUS,Russian Federation,2015,Male,MLE,65.85
EMR,Eastern Mediterranean,SDN,Sudan,2015,Male,MLE,66.19
WPR,Western Pacific,KHM,Cambodia,2015,Male,MLE,66.2
AFR,Africa,NAM,Namibia,2015,Female,FMLE,66.22
AFR,Africa,GMB,Gambia,2015,Female,FMLE,66.28
AFR,Africa,COM,Comoros,2015,Both sexes,BTSX,66.45
AFR,Africa,MWI,Malawi,2015,Female,FMLE,66.47
WPR,Western Pacific,PNG,Papua New Guinea,2015,Female,FMLE,66.54
EMR,Eastern Mediterranean,DJI,Djibouti,2015,Female,FMLE,66.62
AFR,Africa,KEN,Kenya,2015,Female,FMLE,66.62
EUR,Europe,TJK,Tajikistan,2015,Male,MLE,66.69
AFR,Africa,ETH,Ethiopia,2015,Both sexes,BTSX,66.82
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2015,Both sexes,BTSX,67.08
WPR,Western Pacific,PHL,Philippines,2015,Male,MLE,67.13
AFR,Africa,MRT,Mauritania,2015,Male,MLE,67.19
EUR,Europe,MDA,Republic of Moldova,2015,Male,MLE,67.19
AFR,Africa,SEN,Senegal,2015,Both sexes,BTSX,67.2
EUR,Europe,UKR,Ukraine,2015,Male,MLE,67.21
AFR,Africa,TZA,United Republic of Tanzania,2015,Female,FMLE,67.26
SEAR,South-East Asia,TLS,Timor-Leste,2015,Male,MLE,67.31
EMR,Eastern Mediterranean,IRQ,Iraq,2015,Male,MLE,67.32
SEAR,South-East Asia,NPL,Nepal,2015,Male,MLE,67.32
AFR,Africa,GHA,Ghana,2015,Female,FMLE,67.41
AFR,Africa,MRT,Mauritania,2015,Both sexes,BTSX,67.41
WPR,Western Pacific,SLB,Solomon Islands,2015,Female,FMLE,67.41
EUR,Europe,KAZ,Kazakhstan,2015,Male,MLE,67.43
EMR,Eastern Mediterranean,YEM,Yemen,2015,Both sexes,BTSX,67.47
AMR,Americas,HND,Honduras,2015,Male,MLE,67.57
SEAR,South-East Asia,MMR,Myanmar,2015,Both sexes,BTSX,67.58
WPR,Western Pacific,MNG,Mongolia,2015,Both sexes,BTSX,67.61
WPR,Western Pacific,VUT,Vanuatu,2015,Female,FMLE,67.68
AFR,Africa,MRT,Mauritania,2015,Female,FMLE,67.69
AFR,Africa,RWA,Rwanda,2015,Both sexes,BTSX,67.69
WPR,Western Pacific,FJI,Fiji,2015,Both sexes,BTSX,67.83
AFR,Africa,COM,Comoros,2015,Female,FMLE,67.84
AMR,Americas,GTM,Guatemala,2015,Male,MLE,67.85
EUR,Europe,KGZ,Kyrgyzstan,2015,Male,MLE,67.92
EUR,Europe,AZE,Azerbaijan,2015,Male,MLE,67.94
EMR,Eastern Mediterranean,SDN,Sudan,2015,Both sexes,BTSX,67.94
AFR,Africa,STP,Sao Tome and Principe,2015,Male,MLE,68.05
AFR,Africa,GAB,Gabon,2015,Female,FMLE,68.09
SEAR,South-East Asia,IND,India,2015,Male,MLE,68.11
AMR,Americas,SLV,El Salvador,2015,Male,MLE,68.12
AFR,Africa,UGA,Uganda,2015,Female,FMLE,68.13
EMR,Eastern Mediterranean,EGY,Egypt,2015,Male,MLE,68.22
EUR,Europe,GEO,Georgia,2015,Male,MLE,68.24
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2015,Female,FMLE,68.37
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2015,Male,MLE,68.42
EUR,Europe,BLR,Belarus,2015,Male,MLE,68.56
AMR,Americas,DOM,Dominican Republic,2015,Male,MLE,68.62
AFR,Africa,ETH,Ethiopia,2015,Female,FMLE,68.64
EUR,Europe,TJK,Tajikistan,2015,Both sexes,BTSX,68.66
WPR,Western Pacific,WSM,Samoa,2015,Male,MLE,68.68
SEAR,South-East Asia,IDN,Indonesia,2015,Male,MLE,68.77
AFR,Africa,SEN,Senegal,2015,Female,FMLE,68.77
SEAR,South-East Asia,TLS,Timor-Leste,2015,Both sexes,BTSX,68.87
WPR,Western Pacific,VNM,Viet Nam,2015,Male,MLE,68.88
EUR,Europe,UZB,Uzbekistan,2015,Male,MLE,68.98
EUR,Europe,LTU,Lithuania,2015,Male,MLE,69.09
EUR,Europe,TKM,Turkmenistan,2015,Both sexes,BTSX,69.11
WPR,Western Pacific,KHM,Cambodia,2015,Both sexes,BTSX,69.17
AMR,Americas,GUY,Guyana,2015,Female,FMLE,69.22
SEAR,South-East Asia,IND,India,2015,Both sexes,BTSX,69.31
SEAR,South-East Asia,NPL,Nepal,2015,Both sexes,BTSX,69.43
WPR,Western Pacific,TON,Tonga,2015,Male,MLE,69.45
AMR,Americas,SUR,Suriname,2015,Male,MLE,69.5
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2015,Female,FMLE,69.56
EMR,Eastern Mediterranean,YEM,Yemen,2015,Female,FMLE,69.58
AFR,Africa,STP,Sao Tome and Principe,2015,Both sexes,BTSX,69.6
EMR,Eastern Mediterranean,SDN,Sudan,2015,Female,FMLE,69.71
AMR,Americas,BHS,Bahamas,2015,Male,MLE,69.73
AMR,Americas,HND,Honduras,2015,Both sexes,BTSX,69.82
AFR,Africa,RWA,Rwanda,2015,Female,FMLE,69.82
EUR,Europe,LVA,Latvia,2015,Male,MLE,69.93
AFR,Africa,SYC,Seychelles,2015,Male,MLE,69.95
WPR,Western Pacific,WSM,Samoa,2015,Both sexes,BTSX,70.04
WPR,Western Pacific,FJI,Fiji,2015,Female,FMLE,70.08
EMR,Eastern Mediterranean,IRQ,Iraq,2015,Both sexes,BTSX,70.29
WPR,Western Pacific,PHL,Philippines,2015,Both sexes,BTSX,70.3
AMR,Americas,VCT,Saint Vincent and the Grenadines,2015,Male,MLE,70.3
AMR,Americas,GRD,Grenada,2015,Male,MLE,70.44
EMR,Eastern Mediterranean,EGY,Egypt,2015,Both sexes,BTSX,70.49
SEAR,South-East Asia,TLS,Timor-Leste,2015,Female,FMLE,70.49
AMR,Americas,BOL,Bolivia (Plurinational State of),2015,Male,MLE,70.59
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2015,Male,MLE,70.59
SEAR,South-East Asia,IDN,Indonesia,2015,Both sexes,BTSX,70.61
SEAR,South-East Asia,IND,India,2015,Female,FMLE,70.62
EUR,Europe,AZE,Azerbaijan,2015,Both sexes,BTSX,70.67
SEAR,South-East Asia,MMR,Myanmar,2015,Female,FMLE,70.7
EUR,Europe,TJK,Tajikistan,2015,Female,FMLE,70.82
EUR,Europe,ARM,Armenia,2015,Male,MLE,70.88
AMR,Americas,GTM,Guatemala,2015,Both sexes,BTSX,70.95
AFR,Africa,MUS,Mauritius,2015,Male,MLE,70.96
SEAR,South-East Asia,BTN,Bhutan,2015,Male,MLE,71.05
AMR,Americas,TTO,Trinidad and Tobago,2015,Male,MLE,71.1
AFR,Africa,STP,Sao Tome and Principe,2015,Female,FMLE,71.12
EUR,Europe,MDA,Republic of Moldova,2015,Both sexes,BTSX,71.13
AMR,Americas,BLZ,Belize,2015,Male,MLE,71.14
EUR,Europe,BGR,Bulgaria,2015,Male,MLE,71.17
EUR,Europe,ROU,Romania,2015,Male,MLE,71.28
EUR,Europe,RUS,Russian Federation,2015,Both sexes,BTSX,71.3
EMR,Eastern Mediterranean,MAR,Morocco,2015,Male,MLE,71.37
SEAR,South-East Asia,NPL,Nepal,2015,Female,FMLE,71.39
EMR,Eastern Mediterranean,OMN,Oman,2015,Male,MLE,71.4
EUR,Europe,UZB,Uzbekistan,2015,Both sexes,BTSX,71.45
WPR,Western Pacific,WSM,Samoa,2015,Female,FMLE,71.49
AMR,Americas,BOL,Bolivia (Plurinational State of),2015,Both sexes,BTSX,71.52
EUR,Europe,KGZ,Kyrgyzstan,2015,Both sexes,BTSX,71.59
AMR,Americas,BRA,Brazil,2015,Male,MLE,71.67
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2015,Male,MLE,71.67
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2015,Male,MLE,71.73
AMR,Americas,DOM,Dominican Republic,2015,Both sexes,BTSX,71.75
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2015,Both sexes,BTSX,71.76
AMR,Americas,LCA,Saint Lucia,2015,Male,MLE,71.82
AMR,Americas,NIC,Nicaragua,2015,Male,MLE,71.83
WPR,Western Pacific,KHM,Cambodia,2015,Female,FMLE,71.89
EUR,Europe,KAZ,Kazakhstan,2015,Both sexes,BTSX,71.91
AMR,Americas,HND,Honduras,2015,Female,FMLE,72.13
WPR,Western Pacific,MNG,Mongolia,2015,Female,FMLE,72.13
SEAR,South-East Asia,BTN,Bhutan,2015,Both sexes,BTSX,72.15
EUR,Europe,HUN,Hungary,2015,Male,MLE,72.16
AFR,Africa,CPV,Cabo Verde,2015,Male,MLE,72.18
EUR,Europe,UKR,Ukraine,2015,Both sexes,BTSX,72.2
WPR,Western Pacific,TON,Tonga,2015,Both sexes,BTSX,72.33
EMR,Eastern Mediterranean,LBY,Libya,2015,Male,MLE,72.39
AMR,Americas,BOL,Bolivia (Plurinational State of),2015,Female,FMLE,72.45
EMR,Eastern Mediterranean,MAR,Morocco,2015,Both sexes,BTSX,72.46
AMR,Americas,VCT,Saint Vincent and the Grenadines,2015,Both sexes,BTSX,72.47
SEAR,South-East Asia,BGD,Bangladesh,2015,Male,MLE,72.5
SEAR,South-East Asia,IDN,Indonesia,2015,Female,FMLE,72.5
EMR,Eastern Mediterranean,OMN,Oman,2015,Both sexes,BTSX,72.52
EUR,Europe,TKM,Turkmenistan,2015,Female,FMLE,72.57
EUR,Europe,GEO,Georgia,2015,Both sexes,BTSX,72.58
AMR,Americas,SUR,Suriname,2015,Both sexes,BTSX,72.6
EUR,Europe,SRB,Serbia,2015,Male,MLE,72.69
AMR,Americas,GRD,Grenada,2015,Both sexes,BTSX,72.7
EUR,Europe,MNE,Montenegro,2015,Male,MLE,72.83
AMR,Americas,PRY,Paraguay,2015,Male,MLE,72.83
EMR,Eastern Mediterranean,EGY,Egypt,2015,Female,FMLE,72.89
AMR,Americas,ARG,Argentina,2015,Male,MLE,72.92
AMR,Americas,BHS,Bahamas,2015,Both sexes,BTSX,72.92
WPR,Western Pacific,MYS,Malaysia,2015,Male,MLE,73.01
EUR,Europe,EST,Estonia,2015,Male,MLE,73.03
SEAR,South-East Asia,LKA,Sri Lanka,2015,Male,MLE,73.05
AMR,Americas,MEX,Mexico,2015,Male,MLE,73.09
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2015,Both sexes,BTSX,73.15
WPR,Western Pacific,VNM,Viet Nam,2015,Both sexes,BTSX,73.16
AFR,Africa,SYC,Seychelles,2015,Both sexes,BTSX,73.2
AMR,Americas,SLV,El Salvador,2015,Both sexes,BTSX,73.25
AMR,Americas,URY,Uruguay,2015,Male,MLE,73.31
EUR,Europe,POL,Poland,2015,Male,MLE,73.36
WPR,Western Pacific,BRN,Brunei Darussalam,2015,Male,MLE,73.38
EMR,Eastern Mediterranean,IRQ,Iraq,2015,Female,FMLE,73.41
EUR,Europe,AZE,Azerbaijan,2015,Female,FMLE,73.43
SEAR,South-East Asia,BTN,Bhutan,2015,Female,FMLE,73.45
EMR,Eastern Mediterranean,LBN,Lebanon,2015,Male,MLE,73.47
EUR,Europe,SVK,Slovakia,2015,Male,MLE,73.48
EMR,Eastern Mediterranean,MAR,Morocco,2015,Female,FMLE,73.55
SEAR,South-East Asia,BGD,Bangladesh,2015,Both sexes,BTSX,73.58
WPR,Western Pacific,PHL,Philippines,2015,Female,FMLE,73.66
